,target_order,label,MAE,MSE,RMSE,MAPE,SMAPE,MSLE
61,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness']",Prevalence Disparity,0.06104922052063979,0.006385766913130199,0.0798638251958493,126769794832.35703,0.8144988211379521,0.00477477420474509
62,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness']",equal_opportunity,0.1165934415375772,0.02785986159199738,0.16680580418679933,2657845756934.534,0.7871222350210856,0.01604038812937552
63,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness']",disparate_parity,0.10156170373132631,0.018450228109666462,0.13575607282521063,1874626243840.4036,0.7307122614005307,0.01137670803159567
64,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness']",individual_fairness,0.1479069920761364,0.035822204152644546,0.18784696917835902,1.3618123094371946,0.5031587877979018,0.01396436682877587
65,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'individual_fairness', 'equal_opportunity']",Group Size Disparity,0.2944559300955955,0.13093448070436986,0.3618192103613012,4757134860541.16,0.6514486407471183,0.05659559610412198
66,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'individual_fairness', 'equal_opportunity']",Prevalence Disparity,0.06104300432121483,0.0063854647700247,0.07986182131065983,126881690402.74939,0.8144289517130723,0.00477450278379513
67,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'individual_fairness', 'equal_opportunity']",equal_opportunity,0.11657049173564953,0.02785714775748323,0.16679707461279064,2653853568048.7476,0.7870602750498057,0.01603678679041217
68,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'individual_fairness', 'equal_opportunity']",disparate_parity,0.10156146003257611,0.01844998821613372,0.1357551545658961,1874549777261.516,0.7307109937146608,0.01137662203017761
69,"['Group Size Disparity', 'disparate_parity', 'Prevalence Disparity', 'individual_fairness', 'equal_opportunity']",individual_fairness,0.14790653925568903,0.03582236093639464,0.18784745391699953,1.361789682796147,0.5031603984476946,0.01396450653797468
70,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity', 'individual_fairness']",Group Size Disparity,0.29445593009617854,0.13093448070545216,0.36181921036287534,4757134859291.254,0.6514486407474722,0.05659559610453019
71,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity', 'individual_fairness']",Prevalence Disparity,0.061035813708058884,0.00638343138769208,0.07984842028539554,126211618152.2948,0.8144113943830208,0.00477267711692293
72,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity', 'individual_fairness']",equal_opportunity,0.11658654872345901,0.027854554115139173,0.1667889112930642,2655566624819.9863,0.7870854646426225,0.01603693804315627
73,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity', 'individual_fairness']",disparate_parity,0.10156183665683097,0.01845031799718615,0.13575639500752876,1874550888711.782,0.7307118321482478,0.011376772621560399
74,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity', 'individual_fairness']",individual_fairness,0.14790611339208853,0.035822042161796394,0.18784654460917907,1.3617706535791518,0.5031580540903218,0.01396418907693853
75,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness', 'Prevalence Disparity']",Group Size Disparity,0.29445593009814663,0.1309344807063418,0.3618192103640451,4757134858023.693,0.6514486407477865,0.05659559610531005
76,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness', 'Prevalence Disparity']",Prevalence Disparity,0.06104716778110479,0.0063849186169320695,0.07985734846083758,125970923416.74402,0.8145177887797722,0.00477366056024345
77,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness', 'Prevalence Disparity']",equal_opportunity,0.11658580959124654,0.02785454512351427,0.16678890149646602,2656336177742.3115,0.7870843471214248,0.01603690598357804
78,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness', 'Prevalence Disparity']",disparate_parity,0.10156169955123853,0.018450272478553912,0.13575623577624665,1874627355651.6902,0.7307121805979364,0.01137672362873558
79,"['Group Size Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness', 'Prevalence Disparity']",individual_fairness,0.14790563258288278,0.03582194130841236,0.1878462614384059,1.3618031248790787,0.5031560032026252,0.013964157133069487
80,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity']",Group Size Disparity,0.29445593009705207,0.1309344807077803,0.3618192103660699,4757134859828.49,0.6514486407494673,0.0565955961054649
81,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity']",Prevalence Disparity,0.06105374484435254,0.006385349275159951,0.07986079499504403,126470760020.27548,0.8145252345090329,0.004774581107688421
82,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity']",equal_opportunity,0.11658705751536469,0.027862264402876043,0.16681195025169504,2651929190325.903,0.7870762631552742,0.016039813861311265
83,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity']",disparate_parity,0.10156170373214571,0.018450228109683824,0.13575607282515317,1874626244043.3171,0.7307122614005294,0.01137670803184833
84,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity']",individual_fairness,0.14790586059904362,0.03582185814379838,0.1878460333070231,1.3617882458104624,0.5031575682778489,0.01396423859384531
85,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity']",Group Size Disparity,0.2944559300939273,0.1309344807013504,0.3618192103571246,4757134857190.009,0.6514486407453878,0.05659559610305072
86,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity']",Prevalence Disparity,0.06103722369125841,0.006383351052876109,0.07984790750918655,126371274080.42094,0.8144182451471933,0.00477241802945247
87,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity']",equal_opportunity,0.11657059831811863,0.02785241021174023,0.16678316338618165,2653228843717.8413,0.7870545755511721,0.016034195877269848
88,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity']",disparate_parity,0.10156146003129014,0.01844998821590126,0.1357551545648076,1874549777069.129,0.7307109937091949,0.011376622030055641
89,"['Group Size Disparity', 'disparate_parity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity']",individual_fairness,0.14790733097398137,0.0358220918888082,0.18784671327383645,1.3618098194096018,0.5031616296536974,0.013964408623968161
90,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity']",Group Size Disparity,0.2944559300986509,0.1309344807052516,0.3618192103625687,4757134859178.115,0.6514486407527502,0.05659559610452199
91,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity']",Prevalence Disparity,0.061174799320506956,0.0063967578058364396,0.07993364540719301,125858500940.98172,0.8157896495242489,0.0047842631539382905
92,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity']",equal_opportunity,0.11654978684653254,0.02784223090330446,0.16675276513568024,2657760003303.8027,0.7868823406123157,0.01602763555346232
93,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity']",disparate_parity,0.10131249719549555,0.018418060543601712,0.1356373013551944,1838095946020.5833,0.72954068049232,0.01134960562581061
94,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity']",individual_fairness,0.14791348114508157,0.03582372234428241,0.18785122514183672,1.3619800653336829,0.5031733192338926,0.013965086062258039
95,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity']",Group Size Disparity,0.2944559300982776,0.1309344807046589,0.36181921036170894,4757134860622.172,0.6514486407512444,0.05659559610460032
96,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity']",Prevalence Disparity,0.06117430537555359,0.00639644379753628,0.07993164971012257,125846408245.33809,0.815791426292035,0.0047840467208996405
97,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity']",equal_opportunity,0.11658732264472056,0.02786370133166071,0.1668139639506696,2661658345229.424,0.7870665228291046,0.01604086572518773
98,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity']",disparate_parity,0.1013341709587392,0.018422622357136993,0.1356551549689121,1830628868603.6743,0.7296011369129933,0.01135294696825469
99,"['Group Size Disparity', 'individual_fairness', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity']",individual_fairness,0.14791348114823893,0.03582372234477425,0.18785122513311564,1.3619800654242966,0.5031733192154062,0.01396508606352374
100,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity', 'disparate_parity']",Group Size Disparity,0.29445593010123666,0.1309344807067067,0.36181921036458775,4757134861074.054,0.6514486407570519,0.05659559610510171
101,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity', 'disparate_parity']",Prevalence Disparity,0.061172936718082035,0.006398160038325951,0.07994246085251443,126105253779.04965,0.8157929916178428,0.00478485341200049
102,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity', 'disparate_parity']",equal_opportunity,0.11651450691512141,0.02783035731575544,0.1667171193288024,2660435876538.8228,0.7867716002593808,0.01601922885913331
103,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity', 'disparate_parity']",disparate_parity,0.1012950269394558,0.01842078476739851,0.13564683915094244,1836120043913.0046,0.7294661890596676,0.01134928337043761
104,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'Prevalence Disparity', 'disparate_parity']",individual_fairness,0.14791348113925568,0.03582372234982057,0.18785122515174232,1.3619800656003114,0.5031733191921202,0.01396508606419918
105,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'disparate_parity', 'Prevalence Disparity']",Group Size Disparity,0.2944559300939423,0.13093448070509617,0.36181921036239784,4757134860467.916,0.6514486407409609,0.05659559610475305
106,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'disparate_parity', 'Prevalence Disparity']",Prevalence Disparity,0.06107167159481378,0.00639374666409462,0.07991324740965228,126959286327.93784,0.8146123401391627,0.00478041860094604
107,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'disparate_parity', 'Prevalence Disparity']",equal_opportunity,0.11651202865083068,0.027828993469731427,0.1667131144962129,2658927858731.059,0.7867649720168376,0.016018391555851903
108,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'disparate_parity', 'Prevalence Disparity']",disparate_parity,0.10158380789908969,0.018471396643882303,0.13583101142426277,1876939977878.5046,0.7308115184197689,0.01138808190781217
109,"['Group Size Disparity', 'individual_fairness', 'equal_opportunity', 'disparate_parity', 'Prevalence Disparity']",individual_fairness,0.14791348115749625,0.03582372234564586,0.18785122513899066,1.3619800656141,0.5031733192357992,0.01396508606424909
110,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",Group Size Disparity,0.2944559300924657,0.1309344807008651,0.3618192103565418,4757134859819.348,0.6514486407424694,0.05659559610294597
111,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",Prevalence Disparity,0.06107950639878483,0.006392656696318699,0.07990616049333873,127076781996.14456,0.8146402402230724,0.004780235126298221
112,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",equal_opportunity,0.11657464639503534,0.027848931660678554,0.16677256786273914,2656702320822.2954,0.7870948832766272,0.01603380679698908
113,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",disparate_parity,0.10157021172058008,0.018454076707928507,0.1357707852128152,1874652195911.8723,0.7307605026938219,0.011378683332957721
114,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'Prevalence Disparity', 'equal_opportunity']",individual_fairness,0.1479134811891822,0.03582372237164286,0.18785122521529665,1.3619800655902252,0.503173319292347,0.013965086070748709
115,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",Group Size Disparity,0.2944559300972543,0.13093448070644378,0.3618192103641628,4757134859939.357,0.6514486407476701,0.05659559610530575
116,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",Prevalence Disparity,0.0610757558618573,0.006394676675847699,0.07991782591362159,127116819586.58029,0.8146210420270771,0.00478104736860419
117,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",equal_opportunity,0.11657670123429067,0.02785227846111485,0.16678157653574252,2654432350946.1274,0.7870764060919443,0.01603446341622064
118,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",disparate_parity,0.10157085157836429,0.01845403210648574,0.13577061436249188,1874488349627.9624,0.7307664482910954,0.01137866748277579
119,"['Group Size Disparity', 'individual_fairness', 'disparate_parity', 'equal_opportunity', 'Prevalence Disparity']",individual_fairness,0.1479134811497301,0.03582372234629843,0.18785122514058702,1.3619800654977758,0.5031733192248752,0.013965086064432971
