,target_order,Fold,label,MAE,MSE,RMSE,MAPE,SMAPE,MSLE
10,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,Group Size Disparity,0.2961500436707699,0.1304351452039986,0.3611580612474248,5968065476662.703,0.6710765538510596,0.057764714664548
11,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,Prevalence Disparity,0.0637158318002316,0.0066660616052633,0.0816459527794446,424762986394.81024,0.8460358831780204,0.0050419428301562
12,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,equal_opportunity,0.1148161668844643,0.0253474504437112,0.1592088265257653,914056845283.1112,0.8008900082307332,0.0150912703359297
13,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,disparate_parity,0.1046158624112257,0.0189049364643932,0.1374952234239185,876757588665.4309,0.7529078867447502,0.0118896650138007
14,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",2,individual_fairness,0.2028478993437828,0.0613901710883395,0.2477703999438583,1.9553573399355064,0.6064462473572246,0.025447182956441
15,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,Group Size Disparity,0.2904598316781054,0.1293962700630404,0.3597169304648314,4792703224944.942,0.6280120149702191,0.0547646172179367
16,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,Prevalence Disparity,0.0616295227586912,0.0063989993343244,0.0799937455950432,10.160838136115276,0.8172138092722584,0.0048045452698643
17,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,equal_opportunity,0.1169275137031755,0.0277819062271304,0.1666790515545683,4148759115791.508,0.7863227848753745,0.0161205898579063
18,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,disparate_parity,0.1015398011659016,0.0184378702980127,0.1357861196809628,2165633205088.9167,0.7271311824906468,0.0114029061622863
19,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",3,individual_fairness,0.1399192594409816,0.0310836129960786,0.1763054536765061,1.3277485096175137,0.4964850071142503,0.0122869326118517
20,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,Group Size Disparity,0.2944064138739012,0.129601835907582,0.3600025498626114,4708427864820.57,0.6449116799223934,0.0558474042044284
21,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,Prevalence Disparity,0.0582134017435614,0.0056778708819999,0.0753516481704278,6.865666981216102,0.7869110129241517,0.0043179942673686
22,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,equal_opportunity,0.1187370011634863,0.0296587624752274,0.1722171956432557,3592837769102.041,0.7868191825006348,0.0167865116540262
23,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,disparate_parity,0.0984443968869116,0.0168444575885675,0.1297861995304877,2163363748537.9817,0.7129314655218789,0.0105688506755018
24,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",4,individual_fairness,0.1436462741111954,0.0336106181802693,0.1833319889715632,1.3242183749424556,0.497057984269886,0.012800023363826
25,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,Group Size Disparity,0.2928640238875564,0.1278523430539595,0.3575644599984169,7085018690954.018,0.6526980959450945,0.0560819439789269
26,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,Prevalence Disparity,0.060449295845818,0.0062394602314573,0.0789902540283124,495964729223.951,0.8177321916721856,0.0046676601062195
27,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,equal_opportunity,0.113727564757601,0.0264967601811559,0.1627782546323553,1653360683675.2642,0.782566195851614,0.015330086261381
28,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,disparate_parity,0.0988980498431257,0.0175573630084835,0.1325041999654484,1100396453672.1975,0.7190287495012337,0.0108077407714164
29,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",5,individual_fairness,0.1409515125258668,0.0321706938059759,0.1793619073437163,1.2239404088147643,0.4785405230423354,0.0123098041899284
30,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,Group Size Disparity,0.290978978567963,0.1276424170107961,0.3572707894731895,1100552686060.3423,0.6503790883186591,0.055836497004359
31,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,Prevalence Disparity,0.062045628789425,0.0067372107455279,0.0820805137991226,69.16560524170663,0.8252079420656048,0.0049456613114174
32,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,equal_opportunity,0.1192693772278656,0.0294559433624838,0.1716273386220383,2469923047997.72,0.7922967513009491,0.016742070856768
33,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,disparate_parity,0.1029993386007111,0.0195346194333095,0.1397663029249524,1959966584404.8289,0.7375566862053994,0.0116974673593595
34,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",6,individual_fairness,0.1443287948181937,0.0343300207437321,0.1852836224379591,1.3199373820461218,0.5003165849648951,0.0131058090066208
35,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,Group Size Disparity,0.2923216275148003,0.1300761951179784,0.3606607756853779,8296713436979.31,0.6544644791347798,0.0566803324783879
36,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,Prevalence Disparity,0.0653860379896826,0.0073383961062104,0.0856644389826402,8.525992510375326,0.827916545913346,0.0054213464758009
37,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,equal_opportunity,0.1207081743149506,0.0302664979725471,0.1739726931807033,2792387177259.261,0.8002158703222667,0.0171328982676506
38,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,disparate_parity,0.1088119209582387,0.0213454925217484,0.1461009668747898,2232689854146.32,0.751640001360626,0.0128675608143381
39,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",7,individual_fairness,0.209858090109768,0.065751292508417,0.2564201484057308,2.304974735130013,0.6439285000218349,0.0273099746867604
40,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,Group Size Disparity,0.3034927615751256,0.1364227897374113,0.3693545583005729,6065326533151.345,0.676465108484422,0.0592456992172936
41,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,Prevalence Disparity,0.0599294680624276,0.0062233634901319,0.0788882975486984,321788037667.23846,0.80564477356692,0.0046639959805245
42,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,equal_opportunity,0.1127651260216187,0.0251183672001585,0.1584877509467483,3139692959037.0464,0.7857824182706957,0.014851550187752
43,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,disparate_parity,0.0988737853499742,0.0177446429203008,0.1332090196657149,2230264604129.4224,0.715707658345005,0.0109814281096941
44,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",8,individual_fairness,0.1391750710807218,0.0322154443620823,0.1794866133227832,1.164661823302949,0.4726569375175511,0.0122722496287185
45,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,Group Size Disparity,0.2902420031606736,0.1279124153244802,0.3576484521488667,1180422476962.3535,0.6374333502600337,0.0551807318126747
46,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,Prevalence Disparity,0.0577839132774487,0.0058041318669476,0.0761848532645936,33.37937690718893,0.8026363611032784,0.004405585378803
47,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,equal_opportunity,0.1130862724706976,0.0264365194371313,0.1625931100543051,2125392830229.5764,0.776019663171925,0.0152550447731494
48,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,disparate_parity,0.096526662690457,0.0173236961573896,0.1316195128291759,1523733752929.5276,0.7104806644265359,0.0107999775910299
49,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'disparate_parity', 'individual_fairness']",9,individual_fairness,0.1040460170765429,0.0195330405730545,0.1397606545958286,0.8158233009782868,0.3882336774317256,0.0070392304129714
50,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,Group Size Disparity,0.2927427143714904,0.1319431229165592,0.3632397595480969,5970874564302.073,0.6397640673908617,0.0558713502229632
51,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,Prevalence Disparity,0.0619279764909139,0.0065197754464465,0.0807451264563166,37.23652449328427,0.8268914593784562,0.0048943721808065
52,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,equal_opportunity,0.1195039690278586,0.0302742565156989,0.1739949899155113,3194540724127.4253,0.7838149283935972,0.0170854108924645
53,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,individual_fairness,0.1430942184664864,0.0343026970611601,0.1852098730121053,1.1887602636309984,0.4881417598068254,0.0128142352226423
54,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",0,disparate_parity,0.1032339143258933,0.0190014252339881,0.1378456572910013,2356623913652.084,0.7456507106335596,0.0118080032115125
55,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,Group Size Disparity,0.3004311380663731,0.1379018221540992,0.3713513459704963,2435677982794.904,0.6586487343166174,0.0585897623612902
56,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,Prevalence Disparity,0.0623243708606363,0.0067030368295275,0.0818720760059711,9.2863378182837,0.8132463980235359,0.0049498015700915
57,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,equal_opportunity,0.1175779917579985,0.0278517436784836,0.1668884168493536,2562946865264.071,0.7826804368677288,0.0161152292403897
58,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,individual_fairness,0.142525062291935,0.0331257630507344,0.1820048434815251,1.292226641774867,0.4976146996339425,0.0127321693175672
59,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",1,disparate_parity,0.1028240525051887,0.0188178959180909,0.1371783361835641,1770652943339.421,0.7358625096044625,0.0115334045014957
60,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",2,Group Size Disparity,0.2963984035842542,0.1304210566900704,0.3611385560834932,5935945625088.46,0.6715292620895451,0.0577774645737319
61,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",2,Prevalence Disparity,0.059578763205276,0.0059866312412476,0.0773733238348183,441230935798.56665,0.8150804225300715,0.0045398877695298
62,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",2,equal_opportunity,0.1117156393824158,0.02450562252982,0.1565427179073495,853047512292.4144,0.780258827336149,0.0145839282064423
63,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",2,individual_fairness,0.1362276769938077,0.030093303123276,0.1734742145774871,1.211342442499858,0.473128665707824,0.0117691158696478
64,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",2,disparate_parity,0.0979293941381933,0.0169302782299072,0.1301164026166847,666135968544.3567,0.7216877862907065,0.0106695536343108
65,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",3,Group Size Disparity,0.2904598316795489,0.1293962700721599,0.3597169304775074,4792703225071.637,0.628012014974907,0.0547646172209592
66,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",3,Prevalence Disparity,0.0616426925722553,0.0064022773687926,0.0800142322889662,10.163624832169376,0.8172933332302983,0.0048067146974416
67,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",3,equal_opportunity,0.116911629751544,0.02777385087474,0.1666548855411688,4132047338986.853,0.7862921512072308,0.0161148581133695
68,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",3,individual_fairness,0.1399272758073694,0.0310831655641964,0.1763041847608742,1.3278222715473156,0.4965161086932062,0.0122874267364657
69,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",3,disparate_parity,0.1016262182673913,0.0184283980247731,0.1357512358130605,2139334952694.9192,0.7276878705308918,0.0114019706879903
70,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",4,Group Size Disparity,0.2944064138707586,0.1296018359039187,0.3600025498575235,4708427864439.75,0.6449116799147004,0.0558474042033626
71,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",4,Prevalence Disparity,0.0582134017472011,0.0056778708821121,0.0753516481711723,6.865666982014311,0.7869110129571124,0.0043179942672852
72,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",4,equal_opportunity,0.1187369970133347,0.0296587617665334,0.172217193585697,3592836589311.5303,0.7868191694491007,0.0167865109146635
73,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",4,individual_fairness,0.14366132902059,0.0336142767401646,0.1833419666638401,1.3246315208340147,0.4970985767685231,0.0128021366697844
74,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",4,disparate_parity,0.0984408130424983,0.0168419777313293,0.1297766455543111,2163363761580.7056,0.7129223707947699,0.0105675837624486
75,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",5,Group Size Disparity,0.2928640238964857,0.1278523430571816,0.3575644600029226,7085018690984.696,0.6526980959567693,0.0560819439800182
76,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",5,Prevalence Disparity,0.0604492958528604,0.0062394602360158,0.0789902540571674,495964729490.1439,0.817732191687971,0.0046676601090053
77,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",5,equal_opportunity,0.1137275647303294,0.0264967601743842,0.162778254611555,1653360680655.6992,0.7825661957282608,0.0153300862573549
78,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",5,individual_fairness,0.1409515126420732,0.0321706937871359,0.1793619072911971,1.223940409500354,0.4785405233139796,0.0123098041918261
79,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",5,disparate_parity,0.0989219688930236,0.0175434664883256,0.1324517515487268,1101574657187.396,0.7192405481147347,0.0108013019789883
80,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",6,Group Size Disparity,0.2909789785925661,0.1276424170208079,0.3572707894872011,1100552685701.3003,0.6503790883637507,0.0558364970073838
81,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",6,Prevalence Disparity,0.062045628768119,0.00673721074343,0.0820805137863431,69.16560523311115,0.8252079419233445,0.0049456613098865
82,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",6,equal_opportunity,0.1192405769720506,0.0294596894227704,0.1716382516304871,2469193399187.25,0.7919982851054451,0.0167508851378193
83,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",6,individual_fairness,0.1443296569683168,0.0343317296443274,0.1852882339608412,1.319583254391138,0.5003140371028922,0.0131064512453993
84,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",6,disparate_parity,0.1026862073516403,0.0194369494608394,0.1394164605089352,1937611131479.2937,0.7364491858176013,0.0116373395317721
85,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",7,Group Size Disparity,0.2923216275281392,0.1300761951245658,0.3606607756945102,8296713439197.248,0.6544644791477277,0.0566803324818509
86,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",7,Prevalence Disparity,0.0653860380076026,0.0073383961110377,0.0856644390108153,8.52599251374827,0.8279165460441748,0.0054213464793517
87,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",7,equal_opportunity,0.1207081743271374,0.0302664979756731,0.1739726931896875,2792387176996.013,0.8002158704683291,0.0171328982686609
88,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",7,individual_fairness,0.209858089854789,0.0657512923048073,0.2564201480087072,2.3049747315535423,0.6439284996217607,0.0273099746000214
89,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",7,disparate_parity,0.1088081352774774,0.0213387228896862,0.1460777973878515,2235709544265.3936,0.7516222933390015,0.0128645492896582
90,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",8,Group Size Disparity,0.3034927615727237,0.1364227897309721,0.3693545582918561,6065326528512.466,0.676465108468986,0.0592456992162449
91,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",8,Prevalence Disparity,0.0599294680569725,0.0062233634923905,0.0788882975630132,321788037688.7616,0.8056447735238844,0.0046639959817015
92,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",8,equal_opportunity,0.1127799856304914,0.0251197228055244,0.1584920275771765,3138419702946.477,0.7858768141479493,0.014851842013493
93,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",8,individual_fairness,0.139175595401447,0.0322162774803646,0.1794889341446002,1.164948275429593,0.4726552062543197,0.0122729198272683
94,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",8,disparate_parity,0.0989631248592711,0.0177757756466417,0.133325825130174,2239792241392.168,0.7158542536160758,0.0110039785610841
95,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",9,Group Size Disparity,0.2904634078079245,0.1280869543930393,0.3578923782270856,1180107979972.3318,0.637613876869508,0.055260889781744
96,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",9,Prevalence Disparity,0.0601223898818608,0.0061253388304255,0.0782645438907399,33.25773169351674,0.8211355908191992,0.0046245481878586
97,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",9,equal_opportunity,0.1148393482945271,0.0269846107193635,0.1642699324872436,2181847745883.4644,0.7890736741347145,0.0155410553945087
98,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",9,individual_fairness,0.1393539176855633,0.0315525463741932,0.1776303644487428,1.26119176155281,0.4836827884874856,0.0122462275602197
99,"['Group Size Disparity', 'Prevalence Disparity', 'equal_opportunity', 'individual_fairness', 'disparate_parity']",9,disparate_parity,0.0999149229501832,0.0181050432224665,0.1345549821540121,1724236887629.8557,0.7292717322470962,0.0112445736449192
100,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",0,Group Size Disparity,0.2927427144124611,0.1319431229233935,0.3632397595575043,5970874567318.789,0.6397640674674573,0.0558713502248825
101,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",0,Prevalence Disparity,0.0619279764927959,0.0065197754468709,0.0807451264589446,37.23652455850498,0.8268914593761392,0.0048943721809208
102,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",0,disparate_parity,0.1033242092990447,0.0190209418563144,0.1379164306974135,2357110862238.637,0.745800704061985,0.0118236101256614
103,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",0,equal_opportunity,0.1194759714755348,0.0302643111279607,0.173966408044659,3225456711634.904,0.7835781761723867,0.01708043201321
104,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",0,individual_fairness,0.1430899317187086,0.0342991386217025,0.1852002662571049,1.1887564985214056,0.4881364903813283,0.0128131764849848
105,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",1,Group Size Disparity,0.3004311380568518,0.1379018221512674,0.3713513459666835,2435677982842.8066,0.658648734294289,0.0585897623599355
106,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",1,Prevalence Disparity,0.0623243708569393,0.0067030368289481,0.0818720760024331,9.286337817249152,0.8132463980600244,0.0049498015698118
107,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",1,disparate_parity,0.1029043118239256,0.0188512198017789,0.1372997443616663,1769890841303.3855,0.7361713833713346,0.0115512184033791
108,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",1,equal_opportunity,0.1175965109129555,0.0278725525477419,0.1669507488684671,2556318595120.079,0.7828425622061732,0.0161330456924566
109,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",1,individual_fairness,0.1425250622284672,0.0331257630267332,0.1820048434155895,1.292226642197661,0.4976146994940859,0.0127321693103407
110,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",2,Group Size Disparity,0.2963984035700871,0.1304210566842091,0.3611385560753783,5935945628236.403,0.6715292620602474,0.0577774645727071
111,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",2,Prevalence Disparity,0.0595787631953192,0.0059866312393608,0.0773733238226253,441230936074.97375,0.8150804224477731,0.0045398877683207
112,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",2,disparate_parity,0.0979833058086547,0.016959043722182,0.1302268932370808,668800073848.4595,0.7217643070817487,0.010678776076387
113,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",2,equal_opportunity,0.1118038529044799,0.0245462708356502,0.1566724954663398,851189322035.1606,0.7805713739572642,0.0146070259076332
114,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",2,individual_fairness,0.1362205947766481,0.0300919834283983,0.1734704108152116,1.2112573394828896,0.473106045928469,0.0117682596759198
115,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",3,Group Size Disparity,0.2904598317008665,0.1293962700849467,0.3597169304952808,4792703225007.147,0.6280120149970249,0.0547646172274774
116,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",3,Prevalence Disparity,0.0616426912959628,0.0064022770228851,0.0800142301274288,10.16362210969729,0.817293352422269,0.0048067143849895
117,"['Group Size Disparity', 'Prevalence Disparity', 'disparate_parity', 'equal_opportunity', 'individual_fairness']",3,disparate_parity,0.1016544267805839,0.0184333172880994,0.135769353272745,2202922713986.755,0.7277307304316276,0.0114021309942048
